OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,WindSpeed,SeaLevelPressure,HourlyPrecip
JAX,7,21,19,7,YV,IAD,0,29,0
MDW,7,30,6,2,WN,STL,0,30,0
OKC,7,28,15,7,9E,DTW,15,29,0
FLL,7,25,19,4,B6,JFK,8,29,0
ORD,7,6,18,6,MQ,BNA,8,29,0
SFO,7,24,17,3,UA,ORD,18,29,0
ATL,7,22,15,1,DL,JFK,6,29,0
DCA,7,20,15,6,US,CLT,9,29,0
AUS,7,21,12,7,WN,DAL,6,29,0
CLT,7,13,20,6,US,SEA,6,30,0
BDL,7,15,17,1,9E,CVG,8,30,0
BOS,7,10,11,3,US,LGA,5,29,0
BNA,7,10,9,3,EV,ORD,7,30,0
MCO,7,28,20,7,FL,MSP,7,30,0
ATL,7,25,14,4,DL,SFO,5,29,0
ORD,7,27,10,6,AA,LGA,9,29,0
RIC,7,24,9,3,9E,DTW,10,29,0
ABQ,7,3,5,3,WN,BWI,5,29,0
LAX,7,24,9,3,DL,ATL,5,29,0
TPA,7,23,17,2,WN,DEN,0,29,0
SAT,7,11,6,4,DL,ATL,6,29,0
MDW,7,6,20,6,WN,BUF,9,29,0
ORD,7,25,9,4,US,PHL,0,30,0
PHX,7,17,6,3,WN,LAS,10,29,0
SAN,7,4,15,4,WN,OAK,11,29,0
BOS,7,6,18,6,B6,PDX,16,29,0
HOU,7,7,15,7,WN,DAL,14,29,0
SEA,7,26,17,5,AS,SJC,5,30,0
CLT,7,24,18,3,DL,ATL,15,29,0
PHL,7,21,17,7,US,AUS,11,29,0
CLT,7,22,16,1,US,ORD,9,29,0
BOS,7,11,13,4,FL,ATL,7,29,0
MCO,7,31,8,3,AA,DFW,3,30,0
MKE,7,11,11,4,WN,SEA,9,30,0
SJU,7,10,18,3,B6,DCA,11,30,0
SEA,7,25,11,4,AS,DEN,7,30,0
LGA,7,15,18,1,MQ,BNA,9,30,0
ATL,7,13,21,6,DL,RSW,14,29,0
CLT,7,25,9,4,US,BOS,10,29,0
RDU,7,1,11,1,AA,DFW,6,29,0
SLC,7,21,16,7,DL,DCA,8,29,0
ORD,7,24,18,3,UA,EWR,10,30,0
PHL,7,15,9,1,US,DTW,5,30,0
DTW,7,18,22,4,OO,MKE,6,29,0
BWI,7,11,20,4,WN,CLT,3,29,0
CLT,7,15,18,1,YV,CVG,10,30,0
ORD,7,13,10,6,AA,PDX,10,30,0
ORD,7,27,11,6,US,PHL,10,29,0
LGB,7,11,12,4,OO,SLC,6,29,0
LAX,7,18,10,4,OO,SFO,9,29,0
ABQ,7,9,10,2,WN,LAS,5,30,0
MSP,7,25,7,4,DL,DEN,8,29,0
IND,7,26,6,5,MQ,MIA,3,30,0
MCO,7,23,13,2,DL,CVG,9,30,0
HOU,7,11,12,4,WN,BWI,8,29,0
BOS,7,13,8,6,B6,FLL,9,30,0
EWR,7,11,21,4,UA,MCO,11,29,0
SFO,7,10,8,3,VX,DCA,7,29,0
EWR,7,30,15,2,AA,DFW,14,30,0
LAS,7,22,6,1,UA,EWR,0,29,0
OKC,7,19,12,5,DL,ATL,10,29,0
HOU,7,27,6,6,WN,LAX,5,29,0
JFK,7,20,20,6,B6,AUS,10,29,0
ORD,7,1,18,1,UA,EWR,11,30,0
LAS,7,9,8,2,DL,ATL,16,29,0
LAS,7,14,8,7,WN,BUR,7,29,0
IAH,7,8,10,1,EV,CLT,18,29,0
LAX,7,18,19,4,MQ,OKC,10,29,0
ANC,7,10,1,3,B6,LGB,0,30,0
STL,7,30,12,2,9E,MEM,8,30,0
BWI,7,14,8,7,WN,FLL,0,30,0
BOS,7,29,8,1,B6,RSW,7,29,0
MIA,7,1,15,1,MQ,JAX,11,29,0
ORD,7,30,10,2,UA,DEN,7,30,0
MDW,7,7,8,7,WN,LAX,7,29,0
EWR,7,17,7,3,WN,MDW,8,30,0
MCO,7,15,18,1,DL,DTW,14,30,0
JAX,7,7,19,7,MQ,MIA,7,30,0
LAX,7,25,13,4,MQ,SLC,13,29,0
RNO,7,13,13,6,UA,DEN,0,29,0
SJC,7,27,13,6,WN,SNA,11,29,0
PHL,7,5,12,5,UA,IAH,11,30,0
JFK,7,5,19,5,DL,PDX,10,30,0
MIA,7,22,17,1,MQ,ATL,8,30,0
SEA,7,30,9,2,AS,SAN,8,30,0
ATL,7,20,7,6,DL,PHL,5,30,0
ORD,7,3,19,3,MQ,BDL,5,30,0
AUS,7,19,15,5,YV,IAD,6,29,0
BOS,7,4,18,4,AA,JFK,16,30,0
ATL,7,3,9,3,DL,SEA,9,29,0
PIT,7,9,5,2,UA,SFO,7,30,0
ATL,7,22,20,1,DL,STL,16,29,0
AUS,7,17,10,3,WN,DAL,11,30,0
MIA,7,27,17,6,DL,DTW,7,29,0
MDW,7,31,16,3,WN,BOS,8,29,0
EWR,7,19,12,5,WN,HOU,18,29,0
PHX,7,8,22,1,B6,BOS,11,29,0
BOS,7,12,7,5,US,PHL,20,30,0
ATL,7,21,8,7,WN,BWI,5,30,0
RDU,7,12,18,5,WN,MDW,0,29,0
IAH,7,17,11,3,UA,PHL,8,30,0
TPA,7,25,14,4,US,PHL,16,30,0
AUS,7,12,12,5,WN,DAL,6,29,0
SAT,7,31,6,3,WN,LAS,7,29,0
MEM,7,29,14,1,EV,MSY,5,30,0
LAS,7,27,13,6,UA,IAD,14,29,0
SJC,7,29,8,1,WN,ONT,10,29,0
BOS,7,7,20,7,B6,BWI,6,29,0
ORD,7,8,10,1,UA,IAH,6,29,0
EWR,7,1,20,1,EV,OMA,9,30,0
RIC,7,3,17,3,US,CLT,5,29,0
LGA,7,3,13,3,AA,ORD,18,30,0
SEA,7,23,17,2,AS,ANC,16,30,0
LAX,7,13,9,6,OO,ABQ,7,29,0
MCO,7,10,11,3,FL,ATL,6,30,0
PHX,7,30,8,2,US,DFW,6,29,0
AUS,7,26,11,5,YV,CLT,13,29,0
SFO,7,18,14,4,VX,SEA,23,30,0
ORD,7,22,8,1,AA,SJU,5,29,0
SJU,7,18,5,4,UA,EWR,3,29,0
OKC,7,29,10,1,DL,ATL,16,29,0
IAH,7,14,21,7,UA,SLC,3,29,0
MCO,7,2,20,2,FL,DTW,0,30,0
SLC,7,10,13,3,WN,PHX,9,29,0
ORD,7,3,16,3,US,CLT,6,30,0
AUS,7,9,5,2,EV,IAH,0,29,0
SJC,7,24,14,3,WN,SAN,13,29,0
CLT,7,2,14,2,US,IAH,20,30,0
SFO,7,19,18,5,VX,DFW,20,29,0
SEA,7,6,7,6,AA,JFK,0,29,0
SFO,7,28,12,7,VX,DFW,15,29,0
DCA,7,14,6,7,9E,JFK,0,30,0
PHL,7,23,22,2,US,BOS,7,29,0
CLT,7,3,22,3,US,IAH,9,29,0
MDW,7,17,9,3,WN,CLT,5,30,0
ORD,7,30,16,2,MQ,RIC,8,30,0
PBI,7,20,11,6,FL,PHL,15,29,0
ORD,7,20,19,6,AA,SJC,13,29,0
DTW,7,9,7,2,DL,DCA,3,29,0
MCO,7,22,17,1,UA,CLE,10,30,0
STL,7,6,14,6,WN,MCI,10,29,0
BOS,7,26,7,5,AA,DFW,14,29,0
OAK,7,23,6,2,WN,SEA,5,29,0
LAS,7,23,6,2,US,PHX,6,29,0
ORD,7,8,5,1,UA,CLE,9,29,0
EWR,7,25,18,4,UA,MIA,10,30,0
MKE,7,24,10,3,OO,ORD,8,29,0
MSP,7,10,12,3,US,CLT,16,30,0
LAS,7,28,6,7,US,PHX,6,29,0
CLT,7,11,8,4,EV,EWR,9,29,0
MDW,7,24,19,3,WN,SFO,9,30,0
SJC,7,2,21,2,WN,LAS,7,29,0
DTW,7,9,8,2,DL,DFW,3,29,0
MIA,7,3,20,3,AA,LAS,9,30,0
TUS,7,31,11,3,OO,SLC,6,29,0
IAH,7,13,18,6,UA,PDX,9,29,0
SJC,7,7,15,7,AS,SEA,13,29,0
ATL,7,25,16,4,DL,MCO,6,29,0
LAX,7,15,22,1,UA,EWR,5,29,0
RDU,7,21,8,7,FL,MCO,8,29,0
LAS,7,5,19,5,WN,SFO,15,29,0
RDU,7,21,11,7,WN,MDW,8,29,0
OGG,7,28,21,7,HA,HNL,15,29,0
ABQ,7,11,14,4,AA,DFW,9,29,0
MIA,7,26,11,5,AA,LAX,8,30,0
DCA,7,24,13,3,US,BOS,10,29,0
MCO,7,1,11,1,FL,MKE,10,29,0
PHL,7,3,7,3,US,DEN,3,30,0
BUR,7,3,11,3,WN,PHX,8,29,0
PHL,7,28,17,7,US,IND,7,29,0
LAX,7,18,19,4,VX,SFO,10,29,0
RDU,7,7,18,7,AA,ORD,7,30,0
PHL,7,28,17,7,US,CLT,0,29,0
SMF,7,14,17,7,WN,SNA,10,29,0
PHL,7,6,17,6,US,ORD,13,30,0
BOS,7,3,15,3,US,PHL,15,30,0
FLL,7,13,18,6,WN,BWI,10,29,0
MIA,7,26,8,5,AA,SFO,7,30,0
ATL,7,4,12,4,DL,LAX,6,29,0
HNL,7,18,13,4,HA,SMF,20,30,0
ATL,7,6,7,6,DL,CMH,7,30,0
ORD,7,16,8,2,AA,SFO,6,30,0
DAL,7,13,7,6,WN,STL,13,29,0
STL,7,8,11,1,DL,ATL,9,30,0
MSP,7,4,13,4,DL,DTW,15,29,0
ORD,7,11,20,4,MQ,BWI,6,30,0
EWR,7,20,18,6,UA,SAT,8,29,0
PDX,7,20,17,6,OO,SFO,10,29,0
SAT,7,15,14,1,OO,SLC,13,29,0
IAH,7,11,7,4,UA,MCO,3,30,0
HNL,7,1,19,1,UA,IAH,6,29,0
OKC,7,24,5,3,YV,ORD,33,29,0
PHX,7,3,22,3,YV,TUS,8,29,0
SEA,7,4,12,4,AS,ORD,7,30,0
BOS,7,25,16,4,US,PHX,8,30,0
DTW,7,7,7,7,US,PHX,13,30,0
MSP,7,31,17,3,DL,ORD,21,29,0
RDU,7,14,13,7,MQ,LGA,5,30,0
DAL,7,3,21,3,WN,ABQ,6,29,0
LGA,7,3,21,3,US,DCA,6,30,0
LAS,7,22,7,1,DL,MSP,5,29,0
MDW,7,12,16,5,WN,STL,10,30,0
TPA,7,6,18,6,WN,IND,6,30,0
DCA,7,13,7,6,DL,DTW,0,30,0
DAL,7,12,7,5,WN,HOU,10,29,0
ATL,7,18,16,4,DL,CLT,6,30,0
CLT,7,5,10,5,MQ,ORD,9,30,0
MKE,7,24,10,3,MQ,DFW,8,29,0
EWR,7,13,8,6,UA,MCO,7,30,0
ABQ,7,16,14,2,WN,PHX,10,29,0
MDW,7,20,8,6,WN,SDF,0,29,0
MIA,7,15,9,1,DL,ATL,5,30,0
PIT,7,13,12,6,MQ,ORD,0,30,0
MCO,7,26,6,5,B6,LGA,0,29,0
RDU,7,8,6,1,FL,ATL,3,30,0
MSP,7,31,18,3,WN,MKE,17,29,0
ABQ,7,1,6,1,WN,HOU,15,30,0
ATL,7,13,14,6,FL,MDW,14,29,0
MCO,7,1,15,1,DL,ATL,15,29,0
DTW,7,28,18,7,MQ,ORD,15,29,0
LGA,7,26,19,5,EV,IAD,8,29,0
SFO,7,1,6,1,DL,JFK,8,29,0
PHX,7,12,10,5,US,LAS,8,29,0
BUR,7,29,11,1,WN,PHX,9,29,0
LAS,7,29,11,1,UA,IAH,7,29,0
DAL,7,28,19,7,WN,HOU,14,29,0
MSY,7,19,9,5,B6,JFK,6,30,0
OAK,7,31,6,3,WN,LAX,5,30,0
ATL,7,3,9,3,MQ,ORD,10,29,0
LAX,7,8,16,1,AA,ORD,16,29,0
MSY,7,24,14,3,WN,HOU,13,29,0
HOU,7,8,20,1,WN,BWI,6,30,0
ORD,7,26,10,5,MQ,ATL,7,30,0
BOS,7,19,13,5,US,PHL,16,29,0
SFO,7,22,6,1,WN,DEN,9,29,0
CLT,7,7,15,7,WN,MDW,10,30,0
CLE,7,7,15,7,MQ,LGA,9,30,0
MSP,7,25,10,4,OO,OMA,8,29,0
LAX,7,2,14,2,AA,LAS,11,29,0
SJC,7,8,19,1,WN,SNA,14,29,0
LAX,7,23,20,2,VX,SFO,15,29,0
PIT,7,26,10,5,MQ,ORD,3,30,0
IAH,7,19,12,5,UA,EWR,0,29,0
RNO,7,9,6,2,US,PHX,0,30,0
JFK,7,11,18,4,B6,SJC,8,29,0
SFO,7,20,6,6,UA,IAD,7,29,0
MSP,7,3,17,3,US,PHX,5,29,0
ATL,7,9,11,2,DL,PBI,7,29,0
PHL,7,12,18,5,US,ATL,17,29,0
PHL,7,26,9,5,US,ORD,7,30,0
SEA,7,12,6,5,WN,MDW,5,30,0
MDW,7,14,11,7,WN,LAX,6,30,0
IAD,7,9,14,2,YV,LGA,5,30,0
TPA,7,24,8,3,F9,DEN,13,29,0
SAN,7,19,11,5,WN,LAS,8,29,0
ATL,7,14,21,7,DL,TPA,10,30,0
SEA,7,10,12,3,OO,LAX,7,30,0
SLC,7,12,8,5,OO,ORD,8,29,0
ORD,7,14,13,7,AA,AUS,9,30,0
LAS,7,5,7,5,WN,SNA,8,29,0
LAX,7,23,12,2,OO,OKC,11,30,0
OKC,7,20,6,6,OO,DEN,5,29,0
MDW,7,7,17,7,WN,LGA,11,29,0
PHX,7,26,16,5,WN,ATL,6,29,0
ORF,7,12,7,5,AA,DFW,3,29,0
BWI,7,6,13,6,AA,DFW,5,30,0
BOS,7,23,9,2,WN,BWI,5,29,0
IND,7,11,18,4,MQ,MIA,11,30,0
MSP,7,22,16,1,DL,ATL,15,29,0
IAH,7,17,11,3,OO,MSP,8,30,0
ATL,7,10,11,3,MQ,LGA,3,29,0
CLE,7,2,11,2,WN,MDW,3,30,0
MKE,7,3,10,3,MQ,DFW,6,29,0
ATL,7,22,7,1,DL,LGA,7,29,0
BOS,7,2,18,2,AS,SAN,9,29,0
JAX,7,12,18,5,EV,EWR,7,29,0
ORD,7,23,22,2,MQ,OKC,7,29,0
PDX,7,20,21,6,UA,EWR,7,29,0
ORD,7,14,11,7,UA,IAH,8,30,0
PHL,7,2,9,2,US,DTW,9,29,0
EWR,7,13,15,6,EV,BNA,6,30,0
PHX,7,8,10,1,US,SEA,7,29,0
MDW,7,19,9,5,OO,MSP,15,29,0
LGA,7,22,12,1,MQ,CLE,13,29,0
BWI,7,14,8,7,WN,MSY,0,30,0
RIC,7,4,8,4,B6,BOS,8,29,0
BOS,7,14,19,7,US,DCA,3,30,0
FLL,7,19,11,5,FL,IND,11,30,0
MEM,7,10,14,3,9E,IND,9,29,0
HOU,7,2,8,2,WN,FLL,6,30,0
SEA,7,29,7,1,B6,BOS,6,30,0
STL,7,23,8,2,AA,ORD,7,29,0
BWI,7,21,10,7,WN,BOS,0,29,0
MIA,7,24,13,3,AA,SJU,9,29,0
MCO,7,18,18,4,US,DCA,10,29,0
LAX,7,29,16,1,AA,HNL,14,29,0
ATL,7,13,17,6,EV,DAL,9,29,0
OMA,7,10,13,3,WN,MDW,9,30,0
MIA,7,15,7,1,DL,JFK,3,30,0
MKE,7,15,6,1,WN,LAS,0,30,0
PHX,7,15,13,1,OO,SFO,5,29,0
FLL,7,22,12,1,WN,BDL,13,30,0
PIT,7,10,18,3,UA,IAH,18,29,0
ATL,7,24,7,3,DL,MSP,9,29,0
SFO,7,10,13,3,B6,LGB,18,29,0
MIA,7,4,9,4,MQ,CMH,17,30,0
ATL,7,8,9,1,DL,RDU,3,30,0
FLL,7,6,12,6,AA,DFW,18,30,0
ATL,7,28,9,7,DL,IND,5,29,0
BNA,7,10,14,3,DL,ATL,6,29,0
MCO,7,3,20,3,WN,PHL,9,29,0
LAX,7,23,8,2,UA,HNL,7,30,0
ORD,7,2,8,2,UA,IAH,14,30,0
MKE,7,9,17,2,US,PHX,16,29,0
ATL,7,30,13,2,DL,MCO,6,30,0
IAD,7,18,10,4,UA,ORD,6,30,0
MKE,7,9,15,2,MQ,DFW,6,29,0
SLC,7,14,13,7,OO,OKC,9,29,0
BOS,7,18,9,4,DL,ATL,7,29,0
BNA,7,26,7,5,MQ,LGA,0,30,0
PDX,7,29,11,1,WN,SMF,5,29,0
DTW,7,3,12,3,DL,DCA,10,30,0
LAS,7,9,13,2,WN,SAT,15,29,0
OMA,7,31,8,3,AA,DFW,0,29,0
IND,7,31,18,3,DL,ATL,6,29,0
MEM,7,1,16,1,DL,DTW,13,29,0
CLT,7,21,20,7,US,MCO,3,29,0
TPA,7,24,10,3,WN,STL,15,29,0
OAK,7,24,12,3,WN,BUR,11,29,0
CMH,7,13,17,6,WN,BNA,9,30,0
MSY,7,23,12,2,AA,MIA,13,30,0
IAH,7,17,7,3,OO,DAL,7,30,0
ATL,7,17,13,3,DL,IAH,7,30,0
LAX,7,19,11,5,US,CLT,9,29,0
BWI,7,13,19,6,WN,BNA,8,30,0
DTW,7,25,6,4,US,CLT,5,30,0
CLT,7,2,19,2,US,MCI,9,30,0
MSY,7,4,8,4,WN,HOU,3,29,0
BNA,7,26,12,5,MQ,JFK,6,30,0
ORD,7,2,17,2,MQ,EWR,15,30,0
PHX,7,27,17,6,WN,SNA,7,29,0
LAX,7,7,7,7,OO,LAS,5,29,0
ORD,7,13,13,6,MQ,OMA,11,30,0
DCA,7,18,7,4,AA,ORD,8,30,0
SAT,7,8,17,1,AA,DFW,8,29,0
BNA,7,22,20,1,MQ,ORD,8,29,0
LAS,7,1,17,1,WN,PHX,17,29,0
CLE,7,25,11,4,WN,BWI,5,30,0
ATL,7,3,21,3,DL,DTW,8,30,0
SNA,7,6,6,6,WN,PHX,0,29,0
EWR,7,28,9,7,EV,DTW,8,29,0
LAX,7,18,14,4,AA,BOS,16,29,0
CLT,7,3,18,3,MQ,LGA,9,29,0
PHX,7,10,7,3,WN,DEN,9,29,0
MDW,7,9,21,2,WN,BDL,8,29,0
SAN,7,16,8,2,WN,SFO,5,29,0
RDU,7,24,18,3,EV,IAH,7,29,0
BDL,7,2,7,2,US,PHL,9,30,0
OKC,7,7,11,7,EV,IAH,13,29,0
OAK,7,14,16,7,WN,BUR,17,29,0
SAN,7,13,9,6,AA,DFW,7,29,0
EWR,7,7,12,7,WN,DEN,8,30,0
IAH,7,17,11,3,MQ,ORD,8,30,0
MCO,7,28,18,7,UA,ORD,0,29,0
MDW,7,26,13,5,DL,ATL,20,29,0
LAX,7,7,10,7,DL,ATL,5,29,0
ATL,7,19,11,5,WN,SEA,6,30,0
RNO,7,17,19,3,WN,SAN,16,29,0
CLT,7,16,7,2,US,SAN,0,30,0
LGA,7,27,16,6,AA,MIA,18,29,0
FLL,7,11,14,4,B6,BDL,15,29,0
SEA,7,18,21,4,AA,MIA,3,30,0
SEA,7,2,12,2,OO,LAX,3,30,0
HNL,7,28,22,7,US,PHX,10,29,0
MCO,7,7,14,7,WN,PVD,17,30,0
BWI,7,21,16,7,WN,HOU,11,29,0
ATL,7,3,21,3,DL,BOS,8,30,0
EWR,7,25,6,4,US,CLT,20,29,0
OMA,7,1,8,1,UA,DEN,6,30,0
IND,7,12,12,5,9E,MEM,11,30,0
PHL,7,3,8,3,VX,LAX,5,29,0
BOS,7,23,9,2,B6,SJU,5,29,0
LAX,7,17,22,3,AA,MIA,9,29,0
DCA,7,3,11,3,US,LGA,14,30,0
SMF,7,17,5,3,WN,LAS,3,30,0
JFK,7,20,6,6,B6,TPA,11,29,0
JFK,7,18,12,4,UA,SFO,13,30,0
LAS,7,23,1,2,US,CLT,3,29,0
ORD,7,29,9,1,UA,SMF,9,30,0
BNA,7,13,10,6,WN,TPA,5,30,0
BOS,7,28,18,7,B6,EWR,7,29,0
MSY,7,15,15,1,DL,ATL,5,30,0
ATL,7,4,8,4,DL,SAN,9,30,0
DCA,7,8,18,1,B6,BOS,11,30,0
TUS,7,1,16,1,OO,LAX,0,29,0
FLL,7,31,15,3,WN,TPA,17,30,0
CMH,7,15,6,1,DL,ATL,5,30,0
MCO,7,6,7,6,UA,IAH,6,30,0
RDU,7,15,14,1,MQ,JFK,5,30,0
SJC,7,19,7,5,WN,LAX,0,29,0
MCO,7,6,8,6,WN,PVD,9,30,0
SLC,7,28,10,7,US,PHX,9,29,0
ATL,7,20,15,6,FL,MKE,6,29,0
BWI,7,24,21,3,WN,DTW,8,29,0
BWI,7,6,19,6,WN,BDL,8,30,0
MSP,7,5,17,5,DL,SFO,18,29,0
BNA,7,4,6,4,AA,DFW,6,29,0
PDX,7,4,12,4,OO,BUR,10,30,0
HNL,7,29,16,1,HA,OGG,14,29,0
LAS,7,13,17,6,WN,TPA,10,29,0
DTW,7,12,10,5,9E,CVG,8,30,0
SFO,7,4,7,4,DL,ATL,7,29,0
MSY,7,19,14,5,UA,IAH,11,29,0
ATL,7,13,22,6,FL,MDW,10,30,0
JFK,7,3,20,3,B6,SFO,7,30,0
ATL,7,23,17,2,WN,LAS,8,29,0
LAX,7,9,18,2,HA,HNL,9,29,0
OMA,7,28,7,7,DL,ATL,0,30,0
MCO,7,6,5,6,UA,EWR,0,30,0
MDW,7,14,8,7,WN,RDU,9,30,0
SAN,7,5,8,5,UA,SFO,7,29,0
SJC,7,30,8,2,WN,LAS,0,30,0
OKC,7,20,14,6,WN,DEN,10,29,0
IAD,7,5,12,5,YV,BOS,17,30,0
PHX,7,15,7,1,US,SEA,9,29,0
ATL,7,5,14,5,DL,MCO,3,30,0
ATL,7,20,7,6,DL,MEM,5,30,0
SMF,7,20,19,6,AS,SEA,14,29,0
SMF,7,24,16,3,WN,BUR,6,29,0
DTW,7,22,15,1,9E,JFK,5,29,0
PDX,7,2,19,2,UA,SFO,13,30,0
IND,7,29,13,1,AA,ORD,10,30,0
IAH,7,11,15,4,UA,LGA,9,29,0
ORD,7,15,16,1,US,CLT,6,30,0
IAD,7,29,12,1,DL,ATL,7,30,0
SEA,7,21,5,7,UA,SFO,6,30,0
OAK,7,27,6,6,WN,MCI,3,30,0
LGB,7,22,20,1,OO,SEA,7,29,0
DCA,7,27,14,6,EV,EWR,13,29,0
LGB,7,15,7,1,B6,SEA,5,29,0
ORF,7,20,16,6,9E,DTW,16,29,0
MCO,7,28,19,7,WN,PHX,7,30,0
CLT,7,6,17,6,9E,JFK,16,29,0
OAK,7,6,6,6,WN,LAS,9,29,0
DCA,7,13,19,6,AA,ORD,3,30,0
TUS,7,2,13,2,WN,MDW,5,29,0
SLC,7,11,7,4,F9,DEN,0,29,0
ATL,7,22,14,1,FL,MDW,7,29,0
OAK,7,7,22,7,WN,PDX,6,29,0
SJC,7,31,6,3,WN,DEN,9,30,0
ABQ,7,31,13,3,OO,LAX,3,30,0
LAX,7,3,11,3,UA,PIT,8,29,0
SFO,7,10,14,3,VX,SEA,22,29,0
PHX,7,13,10,6,WN,LAS,0,29,0
MDW,7,14,18,7,WN,JAX,10,30,0
LAS,7,23,10,2,B6,LGB,0,29,0
MSP,7,25,13,4,DL,MCI,8,29,0
IAD,7,7,17,7,UA,SAN,25,30,0
TUS,7,21,7,7,OO,SLC,9,29,0
LAS,7,20,6,6,UA,IAH,5,29,0
ORD,7,18,20,4,MQ,BWI,8,29,0
OGG,7,10,14,3,UA,LAX,21,30,0
MDW,7,16,8,2,WN,LAS,7,30,0
SEA,7,9,11,2,AS,SNA,7,30,0
CLT,7,2,22,2,YV,CVG,10,30,0
PHL,7,18,13,4,WN,MDW,9,30,0
MIA,7,20,8,6,YV,IAD,7,30,0
SAT,7,7,17,7,WN,DAL,8,29,0
LGA,7,12,9,5,B6,FLL,15,30,0
SMF,7,13,15,6,WN,LAX,7,29,0
RDU,7,8,12,1,EV,EWR,7,30,0
SAT,7,1,7,1,DL,ATL,6,29,0
MCO,7,25,6,4,AA,DFW,6,29,0
HOU,7,2,7,2,FL,MCO,6,30,0
PHL,7,10,18,3,US,TPA,13,29,0
SAN,7,6,11,6,AS,SEA,9,29,0
SFO,7,28,7,7,WN,MKE,0,29,0
MCO,7,3,6,3,WN,MDW,3,30,0
SEA,7,20,7,6,AA,DFW,6,29,0
ATL,7,9,11,2,DL,SEA,8,30,0
CLT,7,12,9,5,US,RDU,3,29,0
SEA,7,11,19,4,WN,PHX,9,30,0
MCO,7,3,14,3,B6,AUS,16,29,0
DCA,7,2,14,2,UA,ORD,14,29,0
LAS,7,20,11,6,DL,MSP,7,29,0
CLT,7,18,18,4,US,DEN,6,29,0
CLT,7,13,18,6,US,MSY,10,29,0
ATL,7,26,10,5,FL,BUF,5,29,0
MKE,7,25,14,4,DL,ATL,17,30,0
FLL,7,3,7,3,WN,TPA,13,29,0
SLC,7,23,12,2,UA,IAH,8,29,0
BWI,7,16,14,2,DL,ATL,7,30,0
BWI,7,17,16,3,WN,HOU,3,30,0
BOS,7,17,18,3,UA,SFO,15,30,0
SJC,7,9,7,2,WN,LAX,0,29,0
LAX,7,22,13,1,US,CLT,13,29,0
SFO,7,10,13,3,UA,DCA,18,29,0
LGA,7,3,9,3,MQ,BNA,8,30,0
OAK,7,23,6,2,WN,LAX,5,29,0
HOU,7,16,20,2,WN,TPA,7,29,0
MEM,7,17,13,3,FL,ATL,7,30,0
SJC,7,20,7,6,AS,SEA,0,29,0
PHX,7,8,12,1,WN,DEN,7,29,0
EWR,7,28,7,7,WN,MDW,5,29,0
LAX,7,21,17,7,AA,ORD,6,29,0
SFO,7,22,7,1,UA,JFK,6,29,0
BWI,7,24,5,3,MQ,ORD,5,29,0
JFK,7,16,11,2,DL,MCO,11,30,0
ATL,7,5,16,5,DL,DFW,10,30,0
CLT,7,4,11,4,US,PHX,10,30,0
LGA,7,3,19,3,EV,BNA,7,29,0
CMH,7,23,18,2,US,PHX,14,29,0
PHL,7,24,11,3,US,IAH,7,29,0
FLL,7,5,16,5,UA,EWR,17,30,0
LAS,7,6,8,6,US,PHL,9,29,0
SMF,7,15,18,1,OO,LAX,14,29,0
DTW,7,1,14,1,FL,MCO,6,30,0
LAX,7,16,21,2,AA,BOS,3,29,0
JFK,7,27,15,6,9E,RIC,13,30,0
DTW,7,10,6,3,US,CLT,8,29,0
PHX,7,25,10,4,DL,SLC,6,29,0
ORD,7,19,21,5,MQ,CVG,25,29,0
ORD,7,18,12,4,US,CLT,10,30,0
SNA,7,21,12,7,UA,SFO,9,29,0
PHX,7,23,13,2,WN,SLC,9,29,0
SEA,7,21,10,7,AS,OGG,6,29,0
LAS,7,24,6,3,F9,DEN,8,29,0
IAH,7,17,14,3,OO,DAL,10,30,0
ANC,7,17,19,3,AS,SEA,3,30,0
MCO,7,16,14,2,DL,LGA,11,30,0
DTW,7,1,19,1,WN,STL,18,30,0
PHL,7,8,6,1,AA,MIA,5,30,0
AUS,7,28,7,7,OO,ORD,5,29,0
ATL,7,19,8,5,FL,MCI,0,30,0
IAH,7,27,18,6,UA,LAS,9,29,0
LAX,7,6,17,6,AA,LAS,14,29,0
IAD,7,20,22,6,EV,BUF,6,29,0
JFK,7,29,16,1,US,PHX,13,30,0
ABQ,7,6,6,6,DL,MSP,3,29,0
ORD,7,6,15,6,EV,CLE,9,29,0
CLT,7,10,18,3,US,BDL,11,29,0
ORD,7,2,21,2,UA,PHL,10,29,0
ATL,7,14,20,7,DL,JAX,10,30,0
SLC,7,21,6,7,AA,DFW,8,29,0
LAS,7,23,8,2,WN,OMA,0,29,0
CLE,7,25,19,4,EV,ORD,10,30,0
IAH,7,6,15,6,EV,ABQ,3,29,0
EWR,7,13,9,6,DL,ATL,6,29,0
ATL,7,6,7,6,DL,RIC,7,30,0
PHL,7,4,15,4,US,MCO,17,30,0
OAK,7,18,11,4,B6,LGB,9,30,0
MSP,7,26,22,5,DL,OMA,11,30,0
EWR,7,25,13,4,B6,FLL,8,30,0
ATL,7,6,12,6,DL,CLT,7,29,0
BWI,7,15,8,1,WN,CLT,6,30,0
SAN,7,30,10,2,UA,ORD,8,30,0
MSP,7,31,9,3,DL,LAX,5,30,0
RNO,7,7,7,7,WN,SAN,3,29,0
